The correlations between aging and drug effects (author's transl).,Cysteamine,Typhaceae
"The pharmacokinetics of 1-(4-cyclohexylureidophenoxy)-2-hydroxy-3-tert-butylaminopropane (talinolol, Cordanum, 02-115) 2. Excretion, blood level and distribution of the 14C-labeled compound in the rat.","Administration, Oral",Sweating
"Ferrous ion oxidation and uranium solubilization from a lowgrade ore by ""Thiobacillus ferrooxidans"" (author's transl).",Kinetics,"Fimbriae, Bacterial"
Interference of beta-blocking drugs with cortisol determinations.,Hydrocortisone,Nuclear Receptor Coactivators
Contemporary criteria of diagnosting collagenoses.,"Lupus Erythematosus, Systemic",Conotoxins
Pulse radiolytic investigation of single heme group reduction in hum an methemoglobin.,Binding Sites,Monilethrix
Allosteric interactions between metal ion and phosphate at the active sites of alkaline phosphatase as determined by 31P NMR and 113Cd NMR.,Cadmium,Tobacco Use Cessation
Some quantitative considerations of importance to the improvement of the nutritional status of rural children.,Uganda,Affective Symptoms
Hydrolysis of chyle cholesterol esters with cell-free preparations of rat liver.,Cholesterol,Thromboxanes
A new semi-defined medium for Trypanosoma brucei sspp.,Glucose,Dermatan Sulfate
Metabolism and tissue distribution of mono-2-ethylhexyl phthalate in the rat.,Biotransformation,Cyclin H
The enzymes of proline biosynthesis in Escherichia coli. Their molecular weights and the problem of enzyme aggregation.,Escherichia coli,Matrix Metalloproteinase 20
Inorganic phosphorus in human bile.,Bile,Occipital Lobe
Capacity of buffers to inhibit acid production within dental plaque.,Acids,Nitrophenylgalactosides
Integration of clinical and academic nursing at the hospital clinical unit level.,"Education, Nursing, Baccalaureate",Blood Sedimentation
"Metabolic modulation of neurotransmitter release--adenosine, adenine nucleotides, potassium, hyperosmolarity, and hydrogen ion.",Adenine Nucleotides,Phonetics
Catalytic properties of a neutral alpha-glucosidase from human kidney.,Enzyme Activation,Activating Transcription Factor 3
A comparative study on the pre- and post-synaptic alpha blocking activity of a series of benzodioxanes.,Phentolamine,Syntaxin 1
Changes in the electrical activity of myocardial fibers following heart transplantation to under the skin of the ear in mice.,Electrophysiology,Security Measures
Comparative study of acute poisonings in Belgian children and immigrant workers children.,Anti-Anxiety Agents,Centrifugation
Panarteritis and related diseases.,"Diagnosis, Differential",Reminder Systems
Purification and properties of a ribonuclease in human urine that hydrolyses polycytidylic acid.,Ribonucleases,"Rats, Long-Evans"
Seasonal changes in kidney function in healthy persons under piedmont conditions.,Kyrgyzstan,gamma-Butyrobetaine Dioxygenase
Solution conformation and relative acidities of the sugar hydroxyls of the O'-methylated derivates of the antimetabolite 9-beta-D-xylofuranosyladenine.,Hydrogen-Ion Concentration,Cementoma
Oral pyogenic granuloma as a complication of pregnancy and the use of hormonal contraceptives.,Granuloma,Neuroschistosomiasis
"Efficacies of agents related to GABA, dopamine, and acetylcholine in the treatment of tardive dyskinesia proceedings.","Dyskinesia, Drug-Induced",Saxifragaceae
Intrathecal injections--a review of pharmaceutical factors.,Hydrogen-Ion Concentration,"Smoking, Non-Tobacco Products"
Myoplasmic impedance of the barnacle muscle fiber.,Egtazic Acid,Lypressin
Increase by calcium in production of interferon by L929 cells induced with polyriboinosinate-polyribocytidylate complex.,Poly I-C,Wnt Proteins
Effects of total fasting in obese women. II. Acid-base balance.,Acid-Base Equilibrium,Paternity
Age-related characteristics of nonspecific humoral factors in natural insusceptibility of the body.,Age Factors,"Gene Products, rev"
Haloperidol inhibits contractions of the vas deferens.,Electric Stimulation,Myeloma Proteins
Production of volatiles from decomposing plant tissues and effect of these volatiles on Rhizoctonia solani in culture.,Nitrogen,Corpus Striatum
"Many facts, but insufficient knowledge: the story of asthma.",Anaphylaxis,Elaeagnaceae
Proton release into the internal phase of thylakoids due to photosynthetic water oxidation. On the periodicity under flashing light.,Electron Transport,"Heterocyclic Compounds, Fused-Ring"
Microbic flora in the conjunctiva of healthy eyes and its sensitivity to antibiotics.,Bacteria,Proto-Oncogene Protein c-ets-1
5. Psychological and pharmacological explanations of smoking under stress.,Bicarbonates,Galactosylceramides
Epidural test solution or spinal fluid?,Hydrogen-Ion Concentration,Medical Waste Disposal
"Study of the conditions for extracting No-Spa, galidor, stugeron, dibasol and spasmolytin from drug mixtures.",Cycloheptanes,Resveratrol
Study on proteins from yeast cytoplasmic ribosomes by two-dimensional gel electrophoresis.,Hydrogen-Ion Concentration,Gardnerella
Fluorescence behavior of sterigmatocystin.,"Spectrometry, Fluorescence",Paragonimiasis
"The Japanese Environmental Mutagen Society. Abstracts of papers presented at the 6th annual meeting, November 16th--17th, 1977, Suita-shi, Osaka (Japan).",Genetics,Tymovirus
Neurohumoral reactions of the resistive and capacitative vessels of the skin-muscle area in cats under the piedmont conditions in the Tien Shan. (VI).,Altitude,Hepatitis B Antibodies
Desensitization to portrayals of real-life aggression as a function of exposure to television violence.,Behavior Therapy,"Infant, Postmature"
Adduct formation between the carcinogen N-acetoxy-2-acetylaminofluorene and synthetic polydeoxyribonucleotides.,Acetoxyacetylaminofluorene,"2',3'-Cyclic Nucleotide 3'-Phosphodiesterase"
Transition: a planned clinical learning experience for Associate Degree students in nursing.,"Education, Nursing, Associate",Armoracia
Non-beta islet cell tumor calcification assoicated with Zollinger-Ellison syndrome and multiple endocrine adenomatosis.,Pancreatic Neoplasms,Dyspnea
"The evaluation of cardiovascular drugs in the anaesthetized, unrestrained rat.",Catheterization,Skin Aging
Studies on diarrhea of young calves. 1. Quantitative analysis of the gastrointestinal flora in clinically healthy calves and in calves with diarrhea.,Cattle Diseases,Filarioidea
The effect of aluminum and pH on altered body distribution of 99mTc-EHDP.,Organophosphorus Compounds,Soot
Hard tissue tumors of scleractinian corals.,Cnidaria,gamma-Synuclein
An amnesic effect of benzodiazepines in rats?,Anti-Anxiety Agents,Therapeutic Community
Enucleation of cells by density gradient centrifugation.,Cell Fractionation,California
Glycine and GABA receptors on lamprey bulbar reticulospinal neurones.,Glycine,"ACTH Syndrome, Ectopic"
A simple method for determining the pH of small soil samples and its use in forensic science.,Criminology,Calotropis
Diseases of aquarium fish-1: The clinical approach.,Fresh Water,Tumor Protein p73
Determination of sulfapyridine and its major metabolites in plasma by high pressure liquid chromatography.,"Chromatography, High Pressure Liquid","Leasing, Property"
Sensitivity of formation of adenovirus specific tumour antigen to leukocyte interferon.,"Adenoviruses, Human",Microtubule-Organizing Center
Tissue fractionation in neurobiochemistry: an analytical tool or a source of artifacts.,Cell Fractionation,Dreissena
Target organ regulation of sympathetic neuron development.,Iris,Tissue Expansion
The charge-relay system of serine proteinases: proton magnetic resonance titration studies of the four histidines of porcine trypsin.,Histidine,"Occupational Therapy Department, Hospital"
Analysis of reverse acceptor control in mitochondria.,Adenosine Diphosphate,Viral Interference
Measurement of nanogram quantities of protein by hydrolysis followed by reaction with orthophthalaldehyde or determination of glutamate.,Amino Acids,Aicardi Syndrome
Cases of osteomyelitis not diagnosed because of omission of x-ray examination.,Humerus,Parthanatos
Comparative studies on the effect of beta 1- and beta 2-adrenergic agonists on the human adipose-tissue-adenylate-cyclase system.,Albuterol,Methylhistamines
Antiviral activity of dipyridamole derivatives.,Cell Line,Diatomaceous Earth
Cryoenzymology: the use of sub-zero temperatures and fluid solutions in the study of enzyme mechanisms.,Hydrogen-Ion Concentration,Confucianism
Role of autoimmune processes in the pathogenesis of post-vaccinal lesions of the nervous system.,Diphtheria Toxoid,Antidiuretic Agents
Effect of hypoxia on monoamine synthesis in brains of developing rats. III. Various O2 levels.,Brain,Taiga
Preparation of immobilized baker's-yeast glucose 6-phosphate dehydrogenase attached to modified sepharose and sephadex and a comparison of the properties of these preparations with those of the soluble enzyme.,Saccharomyces cerevisiae,Cyathus
Renal tubular effects of parathyroid hormone: an update.,Dogs,Ocotea
Behavioral treatment of thunder and lightning phobias.,"Desensitization, Psychologic",Muscle Proteins
Interpretation of thermal perturbation spectra of proteins.,"Serum Albumin, Bovine",Methylhydrazines
Culverts and trypanosome transmission in the Serengeti National Park (Tanzania). II. Immobilization of animals and isolation of trypanosomes.,Immobilization,Densovirinae
Hormonal control of zinc uptake and binding in the rat dorsolateral prostate.,Castration,Hemoglobin A
Role of volatile fatty acids and pH of the gastrointestinal contents in Shigella infection in starved monkeys (author's transl).,Intestinal Mucosa,Pregnanes
Synaptosomal transport processes.,Brain,"Asbestos, Amphibole"
"Blood proteins in turtles (Testudo hermanni, Emys orbicularis and Caretta caretta).","Electrophoresis, Cellulose Acetate","Decompression, Surgical"
Swimming in the sea anemone Stomphia coccinea triggered by a slow conduction system.,Nervous System Physiological Phenomena,Amino Acid Transport System y+L
"Inductions by hormones added singly, simultaneously or sequentially: what cultured hepatocytes can tell us about metabolic regulation in the whole animal.",Cyclic AMP,Friend murine leukemia virus
A new cause of mononeuropathy multiplex.,Autopsy,Peptoids
A comparative study of the respiratory properties of bird blood.,Carbon Dioxide,Ear Canal
Effectiveness of gambusia in the control of Culicini mosquito larvae.,Larva,Nucleocapsid Proteins
Letter: Central nervous system congenital malformations produced by narcotic analgesics.,Central Nervous System,"Fractures, Malunited"
Microbial degradation of organic sulfur compounds.,Environmental Pollution,Prolactin
Concanavalin A-binding glycopeptides from rat brain glycoproteins.,Cerebral Cortex,Hospital-Physician Relations
Angina pectoris. Results of investigations to date (author's transl).,Adrenergic beta-Antagonists,Epoxide Hydrolases
Analgesia and motor activity elicited by morphine and enkephalins in two inbred strains of mice.,Endorphins,Sphagnopsida
Apropos of complications following the use of methylmethacrylate. Possible prevention by betamethasone.,Arthroplasty,Optic Disk
"Antiarrhythmic, haemodynamic and metabolic effects of 3alpha-amino-5alpha-androstan-2beta-ol-17-one hydrochloride in greyhounds following acute coronary artery ligation.",Anti-Arrhythmia Agents,Sibling Relations
5-Hydroxytryptamine binding to synaptic membranes from rat brain.,"Binding, Competitive",Guanosine Diphosphate
The effect of acid loading on renal excretion of uric acid and ammonium in gout.,Circadian Rhythm,Fluorobenzenes
GABA and diseases of the extrapyramidal system.,Brain,Retinal Vein
"Pharmacokinetics of the new Soviet, tritium-labelled, antihistamine preparation, phencarol.",Intestinal Absorption,"Sesquiterpenes, Germacrane"
Formaldehyde as a probe of DNA structure. r. Mechanism of the initial reaction of Formaldehyde with DNA.,Hydrogen-Ion Concentration,Synovial Membrane
Opposing actions of Ca++ and ATP plus Mg++ in controlling the kynurenine aminotransferase activity of isolated rat kidney mitochondria.,Egtazic Acid,Eszopiclone
Generation of the superoxide radical during the peroxidatic oxidation of NADH by catalase at acid pH values.,Manganese,"Amino Acids, Aromatic"
Phosphatase activity in cultured glioma and neuroblastoma cells.,Cell Division,Formoterol Fumarate
Infective larvae of Brugia: escape from mosquitoes into water and subsequent oral infectivity in jirds.,Filariasis,"Papilloma, Inverted"
Galactans and anti-galactans from invertebrates.,Cnidaria,Methyl-CpG-Binding Protein 2
"Subcellular distribution of myosin (K+, EDTA)-ATPase in bovine adrenal medulla.",Adrenal Medulla,Hemoglobin C
Anesthesia in cadaver kidney transplantation.,Dioxolanes,Parvovirinae
Caustic lesions of the esophagus in the child.,Esophageal Stenosis,Gingival Overgrowth
Oxygen availability during hypothermic cardiopulmonary bypass.,Cardiopulmonary Bypass,"Mastocytosis, Systemic"
"Effect of propranolol on antinociceptive, tolerance- and dependence-producing properties of morphine in rodents and monkeys.",Drug Interactions,Chara
Translation by bacterial cells of messenger RNA for interferon of animal origin.,Bone Marrow,Cyclin I
Erythrocyte pH in respiratory and metabolic acid-base disturbances. Studies on human blood in vitro.,In Vitro Techniques,Cost of Illness
"Studies of the effect of ouabain, ethacrynic acid and photoxidation on the Mg2+-dependent, and Na+-K+-dependent ATPases from rat skeletal muscle.",Adenosine Triphosphatases,"Refraction, Ocular"
"Lorazepam, hyoscine and atropine as i.v. surgical premedicants.",Anti-Anxiety Agents,DNA Repair
Sodium dodecyl sulphate-polyacrylamide gel electrophoresis of polypeptides from Bacteroides melaninogenicus.,"Electrophoresis, Polyacrylamide Gel",Peptostreptococcus
Neuropharmacology of amino acid inhibitory transmitters.,GABA Antagonists,Cholinesterases
Hemodynamic aspect of post ECC cardiac failures. Study of 193 cases.,Adrenergic alpha-Agonists,Amphiregulin
Studies on a microchemical method for the determination of the degree of polymerization of neutral oligo- and polysaccharides. I. Quantitative separation of trace amounts of alditols from mixtures with a large excess of monosaccharides.,Hydrogen-Ion Concentration,E2F4 Transcription Factor
Rhizopus microsporus strain UzLT-I--a thermotolerant producer of lipase.,Hydrogen-Ion Concentration,Cullin Proteins
LP-X in newborns: increased incidence of positive tests without cholestasis (author's transl).,"Exchange Transfusion, Whole Blood",Urethral Neoplasms
Activation of the parasympathomimetic alkaloid slaframine by microsomal and photochemical oxidation.,Borohydrides,Career Mobility
Isolation and characterization of aldose reductase from calf brain.,Brain,Allied Health Occupations
Evidence for plasticity of intertectal neuronal connections in adult Xenopus.,Time Factors,Sarcina
Kinetics of Ca 2+ or Mg 2+ activated ATPase from lymphocyte plasma membranes.,Adenosine Triphosphatases,Hemobilia
Quality control should be hospital-wide.,Hospital Departments,Depressive Disorder
Oxygen toxicity for pulmonary parenchyma. Ultrastructural study by electron microscopy. Physiopathologic data.,Partial Pressure,Hydroxytryptophol
Atheroembolic disease with anti-nuclear antibodies simmulating periarteritis nodosa.,"Diagnosis, Differential",Moraxella bovis
"Congenital retroflexion of the penis and inguinal cryptorchidism in a presumptive bovine twin with a 60,XY/60,XX/61,XX,+cen chromosome constitution.",Cryptorchidism,Chromaffin Cells
Metabolism and disposition of trifluoperazine in the rat. I. A thin-layer chromatographic method for the measurement of trifluoperazine and its metabolites in rat tissues.,"Chromatography, Thin Layer",Silver-Russell Syndrome
The effect of lorazepam on the vasoconstriction of fear.,Dreams,Independent Medical Evaluation
Transport and accumulation in biological cell systems interacting with drugs.,Cells,Nephropidae
Immunology of malignant rheumatoid arthritis and periateritis nodosa (1).,Rheumatoid Factor,Light
The structures of some cobalamins in solution.,Solutions,Ficus
Echinococcus granulosus: characterization of the main antigenic component (arc 5) of hydatid fluid.,Hemagglutination Inhibition Tests,Cyclin G
Biochemical properties of some microsomal xenobiotic-metabolizing enzymes in rabbit small intestine.,Aryl Hydrocarbon Hydroxylases,ras Guanine Nucleotide Exchange Factors
Clinical pharmacology of adrenergic beta-receptor blocking drugs.,Adrenergic beta-Antagonists,Levorphanol
Experimental principles of drug-induced vascular lesions.,Anesthetics,Pacific Ocean
"May patients with angina pectoris, without symptoms of latent or manifest cardiac insufficiency, be given beta-receptor blockaders even in higher doses without simultaneous digitalization?.",Adrenergic beta-Antagonists,Deoxyglucose
Nutrition.,Energy Metabolism,Electronics
Time-dependent increase in the stability of collagen fibrils formed in vitro. I. Effects of pH and salt concentration on the dissolution of the fibrils.,Collagen,Deoxyguanosine
The effects of changes in inspired oxygen concentration on the experimental production of pulmonary edema in the dog with chronic left ventricular overload.,Carbon Dioxide,Taurocholic Acid
Heart rate and rhythm and intracranial pressure.,Denervation,Dental Bonding
"Platelet adherence to collagen: a simple, reproducible, quantitative method for its measurement.",Blood Platelets,20-alpha-Hydroxysteroid Dehydrogenase
Physician's assistants in California.,California,Ranula
"Use of Aspergillus flavus to evaluate the relative nutritive value in cultivars of rye, wheat and triticale.",Edible Grain,Argininosuccinic Aciduria
In vivo evaluation of Michaelis-Menten constants of hepatic drug-eliminating systems.,Liver,Neuregulins
Isolation and characterization of the brush border fraction from newborn rat renal proximal tubule cells.,Alkaline Phosphatase,Radiosurgery
Multiple-antibiotic resistance--now the pneumococcus.,Streptococcus pneumoniae,Melia azedarach
Circulatory and alpha-adrenoceptor blocking effects of phentolamine.,Adrenergic alpha-Antagonists,Drug Costs
"Chromatographic behaviour of alkaloids on thin layers of cation exchangers. II. Alginic acid, Rexyn 102, Dowex 50-X4 and CMCNa.",Cation Exchange Resins,Consanguinity
Properties of a human liver ribonuclease. Inhibition by polynucleotides and specificity for phosphodiester bond cleavage to yield purine nucleosides at the 5' termini.,Molecular Weight,Motor Vehicles
Etiological characteristics of the 1973 influenza epidemic in Kirghizia and the spread of a new variant of the influenza A2 virus.,Orthomyxoviridae,Chemotaxis
Steroid transforming enzymes from microorganisms. IV. Purification and cofactor requirement of the 4-ene-3-oxosteroid-5alpha-reductase from Mycobacterium smegmatis.,Flavin-Adenine Dinucleotide,Condiments
Dopaminergic control of prolactin secretion.,"Receptors, Dopamine",Swine
The immunobiological role of the histamine and its significance for the diagnosis of allergies (author's transl).,Cyclic AMP,Sparteine
"Taped vs. ""live"" desensitization and level of autonomic arousal.","Desensitization, Psychologic",Sida Plant
On the evolution of an oligocephalic enzyme. glutamine-chorismate-amidotransferase-free anthranilate phosphoribosyltransferases from mutant strains of Salmonella typhimurium.,Hydrogen-Ion Concentration,Coroners and Medical Examiners
Looking both ways. Presidential address delivered at British Institute of Radiology Annual Congress-9th April 1976.,Radiotherapy,Keratoconjunctivitis
Homologous and cross-reactive precipitins in anti-pneumococcal sera raised in mules.,"Antibodies, Bacterial",Rilpivirine
Phosphorylation without protonmotive force.,Mitochondria,Reticulocytosis
Correlation between tyrosine hydroxylase activity and catecholamine concentration or turnover in brain regions.,Amygdala,"Antigens, Dermatophagoides"
Effect of cofactor depletion on liver tyrosine aminotransferase expression.,Rats,Propyl Gallate
Accumulation and effects of trace metal ions in fish liver mitochondria.,Fishes,RNA Recognition Motif
Psychiatry.,Psychiatry,Dietary Carbohydrates
Major hypoglycemic complications in children treated by beta blockaders.,Adrenergic beta-Antagonists,Orthostatic Intolerance
The determination of stability constants from small-angle x-ray scattering data and the analysis of pH-dependent macromolecular equilibria.,Hydrogen-Ion Concentration,Purinones
"17 beta-Hydroxysteroid dehydrogenase of the sheep ovary : purification, properties and substrate binding site.","Electrophoresis, Polyacrylamide Gel",Metatarsal Valgus
Interactions of alpha- and beta-N-acetyl-D-glucosamines with hen and turkey lysozymes.,Circular Dichroism,"Dermatitis, Toxicodendron"
Purification and properties of the extracellular metallo-proteinases of Chromobacterium lividum (NCIB 10926).,Bismuth,Head Movements
Participation of vitamin A in the maturation of rabbit spermatozoa.,Cell Membrane,Microchip Analytical Procedures
Analysis of gait in hemiplegics (author's transl).,Physical Therapy Modalities,Community Mental Health Centers
The catalytic mechanism of human carbonic anhydrase C: inhibition of CO2 hydration and ester hydrolysis by HCO-3.,Mathematics,Mitochondrial Trifunctional Protein
The pH-dependence of sugar-transport and glycolysis in cultured Ehrlich ascites-tumour cells.,Glucose,Non-Neuronal Cholinergic System
Beta-adrenoceptor antagonists and the release of creatine phosphokinase from hypoxic heart muscle.,Creatine Kinase,Medical Receptionists
High performance liquid chromatography in research of pharmacokinetics and metabolism.,Biotransformation,Neurophysiological Monitoring
Polymorphism in rheumatology.,"Diagnosis, Differential","Endocarditis, Bacterial"
Models for cytochrome P-450 under physiological condition.,Chemical Phenomena,Compassion Fatigue
Flow-pressure relationship and the concept of resistance. Blood viscosity changes and fall of blood pressure caused by extracorporeal circulation.,Blood Viscosity,Olfactory Cortex
Thermoregulation and muscular development in cold exposed willow ptarmigan chicks (Lagopus lagopus L.).,Aging,Antifreeze Proteins
Present state of alpha and beta adrenergic drugs III. Beta blocking agents.,Adrenergic beta-Antagonists,Glossalgia
Use of EEG frequency analysis for characterization of various psychophysical conditions.,Mental Disorders,"Antifreeze Proteins, Type I"
Clinical aspects of bone tumors.,Bone Neoplasms,Benzo(a)pyrene
Factors which influence blood platelet migration.,Anticoagulants,Clusia
Hydrogen-isotope exchange of oxidized and reduced cytochrome c. A comparison of mass spectrometry and infrared methods.,Kinetics,"Administration, Intranasal"
Regulation of noradrenaline release by presynaptic receptor systems.,Adrenal Medulla,Community Health Centers
"Antiphogistics and antirheumatics: pharmacologic testing, state and tendencies of development.",Cyclic GMP,Eosine I Bluish
New approaches to the problem of pain.,Naloxone,Dithizone
The effect of a sodium citrate preparation compared with an aluminium-magnesium hydroxide preparation on the urinary pH of normal subjects.,Citrates,Chymopapain
Differential diagnostic significance of the so-called cholestasis-indicative serum enzymes.,Cholestasis,Colony-Forming Units Assay
Iron poisoning. Physiopathology and therapeutic plan.,Deferoxamine,Homeodomain Proteins
"A comparison of the binding constant (KD) of 125I-labelled 3-(4-iodophenoxy)-1-isopropylamino-propan-2-ol obtained on beta-adrenoceptors in guinea-pig myocardial membranes, with its dissociation constants (KB) obtained on guinea-pig isolated atria and trachea.",Guinea Pigs,Cell Adhesion
Communication and expression. Various forms of written expression: 4. Case report. 5. Proceedings.,Communication,"Tongue, Hairy"
Studies on the rate of incorporation of tryptophan into nicotinamide-adenine dinucleotides in rats chronically exposed to carbon disulphide.,Carbon Disulfide,Fibrillins
The mechanism of reassembly of immunoglobulin G.,Circular Dichroism,Thumb
Electrokinetic characteristics and intercellular interaction of the formed elements of the blood.,Blood Platelets,Zonula Occludens-2 Protein
Successful bone marrow transplantation against mixed lymphocyte culture barrier.,Graft vs Host Reaction,"Feedback, Psychological"
Enzyme activities in cattle organs.,Glutamate Dehydrogenase,Burkholderia gladioli
"Prebiotic peptide-formation in the solid state. II. Reaction of glycine with adenosine 5'-triphosphate and P1,P2-diadenosine-pyrophosphate.",Adenosine Diphosphate,ATP-Dependent Endopeptidases
Improved procedure for X-ray photoelectron spectroscopy of selenium-glutathione peroxidase and application to the rat liver enzyme.,Glutathione Peroxidase,Bacteriophage P1
Tolerance in tetraparental mouse chimaeras.,Chimera,Endocarditis
Antimicrobial and other properties of a new stabilized alkaline glutaraldehyde disinfectant/sterilizer.,Anti-Bacterial Agents,Capillary Electrochromatography
"Azo- and nitro-reductases of the cestode Moniezia expansa. Substrate specificity, reaction products and the effects of flavins and other compounds.",Aldehyde Oxidoreductases,Hallucinogens
Synaptosomal uptake of norepinephrine and 5-hydroxytryptamine and synthesis of catecholamines during benzodiazepine treatment.,Catecholamines,"Histocompatibility, Maternal-Fetal"
Hepatic lipid metabolism. Age-related changes in triglyceride metabolism.,Lipids,Adrenal Cortex Diseases
Effect of kinins on the action of agonists and antagonists of adrenergic receptors.,Adrenergic Agonists,Glutaryl-CoA Dehydrogenase
Studies on 3-deoxy-D-arabinoheptulosonate-7-phosphate synthetase(phe) from Escherichia coli K12. 1. Purification and subunit structure.,3-Deoxy-7-Phosphoheptulonate Synthase,Anatomic Landmarks
Rising incidence of orchidopexy.,Netherlands,Viral Envelope
"Simultaneous occurrence of Perthes' disease, spondylolysis-spondylolisthesis and other forms of aseptic necrosis.",Osteochondritis,Proto-Oncogene Proteins c-fes
"Apparent stability constants of H+ and Mg2"" complexes of 5-phosphoribosyl alpha-1-pyrophosphate.",Chemistry,Cosmids
A serum haemagglutinating property dependent upon polycarboxyl groups.,"Cations, Divalent",Hypoaldosteronism
Left internal mammary--left ventricular fistula after Vineberg operation.,Mammary Arteries,Cholenes
Determination of skin resistance and the role of the skin in controlling water loss in amphibians and reptiles.,Lizards,Cytochromes b5
Improved methods of influenza virus propagation. II. Characteristics of cell culture and allantoic virus preparations.,Cattle,Dopamine Plasma Membrane Transport Proteins
Size analysis of suspension inhalation aerosols by inertial separation methods.,"Chemistry, Pharmaceutical",Methicillin-Resistant Staphylococcus aureus
Involvement of the product of the glnF gene in the autogenous regulation of glutamine synthetase formation in Klebsiella aerogenes.,Glutamate-Ammonia Ligase,Bereavement
Myxofibrosarcoma. A study of 30 cases.,Fibrosarcoma,Coenzymes
The role of acetaldehyde in mediating the deleterious effect of ethanol on pyridoxal 5'-phosphate metabolism.,Cytosol,Cyclic ADP-Ribose
Derepression of certain aromatic amino acid biosynthetic enzymes of Escherichia coli K-12 by growth in Fe3+-deficient medium.,Enzyme Repression,Interior Design and Furnishings
Postoperative classes for cardiac patients: an aid to complete recovery.,Ohio,Food Irradiation
Pyruvate-to-ethanol pathway in Entamoeba histolytica.,Entamoeba histolytica,Alpinia
The relationship between epilepsy and schizophrenia: a biochemical hypothesis.,Antipsychotic Agents,Anterior Chamber
Comparison of 18O exchange catalyzed by isoenzymes of carbonic anhydrase.,Carbon Dioxide,Fluorenes
"Use of a new long acting local anesthetic, etidocaine in anesthesia-resuscitation (Duranest).",Acetanilides,Information Literacy
Immunological aspects of inflammatory granulomas (author's transl).,Antigen-Antibody Complex,Conserved Sequence
Electrophysiological effects in man of the combination digitalis--beta-blockers.,"Drug Therapy, Combination",Catechol Oxidase
Role of monoamine metabolism in wing dimorphism of the aphid Myzus persicae.,Dopamine,Heterotrimeric GTP-Binding Proteins
Cultivation of feed yeasts on media with carbohydrates.,Carbohydrate Metabolism,Deciduoma
"Some properties of the adenosine triphosphatase systems of two yeast species, Saccharomyces cerevisiae and Rhodotorula glutinis.",Adenosine Triphosphatases,Leucogenenol
"Cyclic nucleotides, protein phosphorylation and synaptic function.",Cattle,Granulosa Cell Tumor
Interaction of glucocorticoid receptors from lymphoid cell lines with their nuclear acceptor sites.,Dexamethasone,"Gametogenesis, Plant"
"Decreased lysyl oxidase activity in the aneurysm-prone, mottled mouse.",Amino Acid Oxidoreductases,Daunorubicin
Helix-coil transition of poly(L-tyrosine) in aqueous ethanol.,Circular Dichroism,Taste Buds
"Analysis of unsaturated fatty acids, and their hydroperoxy and hydroxy derivatives by high-performance liquid chromatography.",Glutathione Peroxidase,Vitalism
Field survey of enteric viruses in solid waste landfill leachates.,Enterovirus,Bradyrhizobiaceae
Study of the action of antibiotics of the strepto group on blood-sucking mosquitoes. IV. The action of phytobacteriomycin on the larvae and pupae of mosquitoes in natural bodies of water.,Culicidae,War-Related Injuries
The chemical stability of polyvinyl alcohols proceedings.,Drug Stability,Colubrina
Some properties of p-coumarate decarboxylase from Cladosporium phlei.,Carboxy-Lyases,Pharmacokinetics
Preoperative assessment: value and limitations in the preparation for surgery of esophageal or cardia carcinoma.,Cardia,Ononis
"Effects of two desensitization techniques, biofeedback and relaxation, on intractable epilepsy: follow-up study.",Feedback,Stenotrophomonas
Interaction between PCO2 and plasma HCO-3 in regulation of CSF HCO-3 in respiratory alkalosis and metabolic acidosis.,Acidosis,"Absorption, Physicochemical"
Transfer of gases and metabolites in the equine placenta: a comparison with other species.,Glucose,"Pregnancy, Ovarian"
Isolation and properties of 2 kallikreins from human saliva.,Guinea Pigs,Rhinomanometry
An analysis of the autophosphorylation of rabbit and human erythrocyte membranes.,Cell Membrane,"Hyperbilirubinemia, Neonatal"
Some factors influencing dissolution from salicylic acid-urea solid dispersions.,Temperature,Propoxur
Neutral proteinases of human spleen. Purification and criteria for homogeneity of elastase and cathepsin G.,Hydrogen-Ion Concentration,Pomegranate
Acid potential of streptococci and lactobacilli in the initiation of dental caries.,Dental Caries,Selectins
"Proceedings of the third meeting of the International Society of Hypertension, Milan, 26--28 September 1974.",Congresses as Topic,Alchemilla
Nicotinamide adenine dinucleotide-specific glutamate dehydrogenase of Neurospora. IV. The COOH-terminal 669 residues of the peptide chain; comparison with other glutamate dehydrogenases.,Amino Acid Sequence,Tropical Climate
Anaesthesia with sulfentanil-analgesia in carotid and vertebral arteriography. A comparison with fentanyl.,Cerebral Angiography,Penicillin-Binding Proteins
"Effects of pH on the olfactory responses to amino acids in rainbow trout, Salmo gairdneri.",Asparagine,Everolimus
Cardioselective and non-cardioselective beta-blockers in reversible obstructive airways disease.,Adrenergic beta-Antagonists,Hypotrichosis
Hydroxyhydroquinone--intermediate compound of the preliminary metabolism of parahydroxybenzoic acid by Candida tropicalis.,Hydroxybenzoates,Fuchs' Endothelial Dystrophy
Bioenergetic processes in chromaffin granules a new perspective on some old problems.,Amines,Fuselloviridae
Proton sensitization in radiation damage to DNA.,DNA,"Hypertrophy, Left Ventricular"
Retro-umbilical ectopic testicle: report of a case.,Postoperative Complications,Epiregulin
Morphologic changes in cryptorchism (author's transl).,Seminiferous Tubules,"Shadowing Technique, Histology"
The metabolic profile of adult Fasciola hepatica obtained from rafoxanide-treated sheep.,Fasciola hepatica,Surgicenters
